frame,cpu_ms,gpu_ms
0,7.419709,11.385041
1,9.006875,10.165208
2,6.716666,11.839499
3,8.886417,10.159124
4,7.118833,13.305291
5,9.154084,10.179499
6,7.1065,12.458083
7,10.383083,10.577749
8,7.109458,11.904875
9,9.6155,9.382124
10,7.807542,12.604708
11,8.436,10.045416
12,6.734125,11.28125
13,9.844625,9.304583
14,6.724792,12.015208
15,8.786583,9.925791
16,6.813458,10.834166
17,9.118292,9.332291
18,7.224708,11.602958
19,8.228042,10.20775
20,6.663542,10.655333
21,9.323541,10.13075
22,7.0285,11.543124
23,8.551917,9.617625
24,7.2105,9.88175
25,8.788083,11.178374
26,6.7775,9.714999
27,7.194125,11.427416
28,9.013084,9.846374
29,7.123166,11.724874
30,8.699917,10.64725
31,7.208083,12.767416
32,9.159292,10.847666
33,7.641875,12.109083
34,9.781917,10.442874
35,7.258458,12.635124
36,9.404167,12.122916
37,7.178,12.687375
38,9.701541,11.798999
39,7.572167,11.009
40,9.710375,9.871291
41,6.929583,10.766541
42,8.236625,9.6645
43,7.172084,11.856625
44,8.145916,9.862124
45,7.059084,11.005125
46,9.1565,9.39575
47,6.95425,11.378749
48,8.549041,10.033583
49,6.601625,11.029999
50,8.951084,9.361166
51,7.255541,11.208333
52,8.149917,9.8495
53,6.733042,10.020958
54,8.551625,11.176916
55,7.17425,9.885875
56,7.034291,11.122249
57,8.670334,9.993291
58,6.972083,11.339875
59,8.523083,9.917208
60,7.026625,11.145125
61,8.343209,9.659874
62,6.974916,11.208166
63,8.541375,10.028916
64,6.766417,11.59775
65,8.87575,9.470875
66,7.09975,9.823374
67,8.60325,10.908708
68,6.757167,11.543125
69,7.231166,10.412583
70,8.398084,9.955124
71,8.894333,11.777458
72,7.275625,9.265041
73,7.060917,11.602874
74,8.759458,9.859625
75,6.575792,10.919499
76,9.07375,9.405374
77,7.040083,11.334624
78,8.213333,10.169374
79,6.640375,9.86325
80,8.782584,11.719416
81,7.360125,10.81775
82,6.8435,10.926458
83,8.930833,9.299375
84,6.565625,11.47675
85,8.36375,10.468333
86,6.534125,11.302041
87,9.962833,9.91775
88,6.649584,12.042749
89,8.647791,10.112249
90,6.943042,11.657124
91,9.657417,9.94
92,7.342416,11.890499
93,8.573792,10.232041
94,7.279375,12.285499
95,8.722042,9.857999
96,7.716041,11.432166
97,8.683167,9.537208
98,7.170833,11.544791
99,8.4765,9.3515
100,6.675667,9.250333
101,8.923375,11.135291
102,6.638917,9.400125
103,6.617333,10.888124
104,8.939208,9.578249
105,6.4475,12.239125
106,8.702709,10.170083
107,6.7635,12.750541
108,9.625208,9.922958
109,7.458083,11.063999
110,9.615209,9.480749
111,6.989875,11.465833
112,8.318083,9.651916
113,6.755542,11.364041
114,8.841791,9.499083
115,6.938292,11.464874
116,8.742917,9.359958
117,6.657666,9.250749
118,8.893667,11.411458
119,6.557083,9.600875
120,6.58225,11.391875
121,8.93,9.542124
122,6.826542,11.785083
123,8.758292,9.539708
124,6.740375,12.22025
125,9.166416,9.49725
126,6.857334,11.438874
127,9.533791,9.357125
128,6.849167,11.403333
129,8.728,9.527
130,6.6875,11.36925
131,8.788875,9.521833
132,6.811833,9.251749
133,8.922167,10.870874
