frame,cpu_ms,gpu_ms
0,14.209250,38.157041
1,14.069833,38.833916
2,14.095583,38.122666
3,14.053167,38.320249
4,14.310167,38.344000
5,14.269000,38.548250
6,13.996500,39.059666
7,14.079666,39.467375
8,14.265959,39.341374
9,14.542083,37.648291
10,14.400000,37.570749
11,13.993625,37.010750
12,12.942000,38.725125
13,14.433792,38.515083
14,14.008208,38.099375
15,14.212417,38.779166
16,14.015250,37.213458
17,14.503625,36.795166
18,14.273583,37.630791
19,12.610417,39.156374
20,14.188375,37.171125
21,14.520541,37.240166
22,14.159500,35.174208
23,12.614084,37.144458
24,14.016500,37.774166
25,13.008750,38.669749
26,14.192375,39.260874
27,14.166708,39.466083
28,14.515542,37.811749
29,14.602833,37.151333
30,14.086583,38.099750
31,12.937625,39.065374
32,14.205042,37.881124
33,14.259083,35.971375
34,14.356292,35.686749
35,12.844000,37.607708
36,14.389583,37.065458
37,12.819375,38.871541
38,14.057875,39.619249
39,14.337084,37.745750
40,14.417875,37.516624
41,14.462166,37.307374
42,12.648334,39.180333
43,14.312416,39.793875
44,14.163709,39.798750
45,14.231500,40.059458
46,14.290416,38.609625
47,14.331209,39.121000
48,14.720041,38.274875
49,13.340459,39.744333
50,14.457916,39.958708
51,14.414334,40.530625
52,14.548000,40.622208
53,14.745833,38.096833
54,14.782958,38.741958
55,14.591542,38.194000
56,13.093542,40.743374
57,14.644625,41.301249
58,14.896208,41.895875
59,15.088083,43.634749
60,15.281334,44.623250
61,16.258750,44.573458
62,16.216375,44.939416
63,16.403875,45.446958
64,16.407833,44.827250
65,16.461625,44.640708
66,16.420667,42.926874
67,16.328750,41.175624
68,16.132750,39.049458
69,14.795041,39.734833
70,14.313625,39.443250
71,14.339417,40.417499
72,15.239583,38.345874
73,14.156500,39.569666
74,15.004000,38.655291
75,13.658250,38.363625
76,14.640542,38.846374
77,14.618292,38.466374
78,13.322375,39.676333
79,14.870333,38.648999
80,14.343458,38.953249
81,14.303750,39.056958
82,14.099209,37.340416
