test_name,scene,variable,value,render_mode,N,K,styles_per_object,mean_cpu_ms,median_cpu_ms,p95_cpu_ms,p99_cpu_ms,max_cpu_ms,std_cpu_ms,mean_gpu_ms,median_gpu_ms,p95_gpu_ms,p99_gpu_ms,max_gpu_ms,std_gpu_ms
OverlapScaling_Obj10,TestScene_Spawner,Overlap,100,CPU,32,32,32,15.332203,15.436438,15.567336,15.645473,15.797208,0.391876,40.396807,40.534479,41.871804,42.865159,43.509208,0.900192
OverlapScaling_Obj10,TestScene_Spawner,Overlap,100,GPU,32,32,32,15.139656,15.269271,15.456374,15.632156,19.072042,0.511807,41.470900,41.534458,43.265641,44.162549,44.371000,1.026626
OverlapScaling_Obj10,TestScene_Spawner,Overlap,100,Tiling,32,32,32,9.211591,9.736334,10.013684,10.388513,12.296417,0.772186,10.755595,11.309374,11.562160,11.735688,11.898833,0.722588
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,0,Fullscreen,1,1,1,39.695434,39.681458,39.874975,40.068895,44.808041,0.338613,115.498408,115.553875,116.329810,117.404956,118.106749,0.779857
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,0,CPU,1,1,1,39.688494,39.674063,39.840412,39.997974,41.086708,0.128776,115.104950,115.166562,115.870098,117.064213,117.331624,0.829221
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,0,GPU,1,1,1,39.924571,39.829313,40.513915,40.608173,41.176708,0.265030,115.813550,115.722625,117.546958,117.785161,118.074624,1.055777
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,0,Tiling,1,1,1,48.765573,48.713750,49.595560,49.745846,49.839208,0.508869,85.610229,85.520625,87.105370,87.270421,87.311625,0.872278
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,20,Fullscreen,1,1,1,33.312448,33.322730,33.550264,33.658445,33.744292,0.144866,96.533690,96.643375,97.242049,98.107539,98.775250,0.614119
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,20,CPU,1,1,1,33.639057,33.636396,33.889148,34.040467,34.276084,0.155394,96.870538,97.237771,98.006185,98.980921,99.981750,1.277851
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,20,GPU,1,1,1,33.545347,33.552583,33.798073,33.889430,33.970125,0.158713,96.916702,97.051188,97.699194,98.144799,98.538583,0.690957
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,20,Tiling,1,1,1,40.503871,40.504250,40.765406,40.894249,41.513958,0.173746,69.621663,69.640417,69.952873,70.018114,70.104291,0.209757
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,40,Fullscreen,1,1,1,25.394089,25.363354,25.774775,25.984793,27.924333,0.297088,72.411942,72.494854,74.129008,74.948162,75.548000,1.331629
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,40,CPU,1,1,1,25.289924,25.401042,25.631988,25.747642,26.062625,0.293702,71.829692,71.966625,73.269545,74.656066,74.918624,1.458291
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,40,GPU,1,1,1,25.422286,25.408688,25.816046,26.012076,26.712833,0.220295,72.413502,72.478667,73.663327,74.887926,75.195749,0.871709
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,40,Tiling,1,1,1,32.358441,32.353438,32.654395,33.387814,37.396917,0.427793,53.964240,53.972396,54.270423,54.370194,54.490124,0.192910
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,60,Fullscreen,1,1,1,18.700059,18.251208,21.176075,21.848948,22.008750,1.059851,52.486852,51.378062,59.450914,61.546753,62.137999,3.091521
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,60,CPU,1,1,1,19.233638,19.205625,19.554648,19.700625,19.940625,0.192951,53.636964,53.659500,54.725692,55.997975,56.322999,0.820518
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,60,GPU,1,1,1,19.283086,19.245730,19.609756,19.923735,26.375125,0.500165,53.786415,53.776208,55.864235,56.291523,56.817541,1.007416
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,60,Tiling,1,1,1,25.251710,25.265021,25.538855,25.712106,29.417792,0.434561,40.257173,40.296104,40.652797,40.745530,40.789374,0.306013
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,80,Fullscreen,1,1,1,12.632239,12.873771,13.304914,13.479306,15.012291,0.642913,34.587875,34.547813,36.297781,37.087774,37.709916,1.050833
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,80,CPU,1,1,1,12.500921,12.760271,13.110377,13.193405,13.487667,0.621243,34.064914,33.934770,35.737856,36.449652,37.461375,0.903193
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,80,GPU,1,1,1,13.041768,13.182729,13.943521,14.079981,19.568000,0.798983,35.535329,35.450145,37.907174,38.469053,39.130916,1.415544
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,80,Tiling,1,1,1,18.896409,18.892250,19.078039,19.261071,24.603667,0.393301,28.049309,28.045812,28.226074,28.326691,28.368541,0.107439
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,100,Fullscreen,1,1,1,7.228403,6.834583,8.226956,8.367233,11.754375,0.769884,19.099727,19.038687,20.733120,21.419709,22.001958,1.006109
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,100,CPU,1,1,1,7.467799,7.041583,8.367542,8.452178,8.531959,0.685169,19.723557,19.658562,21.194597,21.628831,21.817874,0.886570
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,100,GPU,1,1,1,7.055218,6.667396,8.034271,8.186676,8.399458,0.687068,18.604902,18.588062,20.179429,20.472977,20.731125,0.857271
OverlapScaling_Obj10_Heavy,TestScene_Spawner,Overlap,100,Tiling,1,1,1,12.973455,13.244666,13.444621,13.646782,17.179750,0.643957,17.242299,17.524396,17.752691,17.848430,17.944708,0.600045
OverlapScaling_Obj50,TestScene_Spawner,Overlap,0,Fullscreen,1,1,1,9.311091,9.284187,10.294152,10.449988,11.235125,0.759342,24.837924,24.999270,26.829591,27.286197,27.853375,1.407694
OverlapScaling_Obj50,TestScene_Spawner,Overlap,0,CPU,1,1,1,8.204299,7.769646,9.082197,9.243241,12.221334,0.704451,21.238124,21.214542,22.569033,23.325629,23.995875,0.981823
OverlapScaling_Obj50,TestScene_Spawner,Overlap,0,GPU,1,1,1,8.438408,8.716021,9.313936,9.491538,10.091750,0.669592,22.281936,22.288187,23.871360,24.303898,24.431541,0.979050
OverlapScaling_Obj50,TestScene_Spawner,Overlap,0,Tiling,1,1,1,14.641948,14.798917,15.001636,15.065262,15.246875,0.481943,15.422723,15.586562,15.744806,15.839343,15.984416,0.478124
OverlapScaling_Obj50,TestScene_Spawner,Overlap,20,Fullscreen,1,1,1,7.265923,6.937792,8.201823,8.384532,8.534084,0.653009,19.051187,19.022624,20.692577,21.471089,21.787374,1.060464
OverlapScaling_Obj50,TestScene_Spawner,Overlap,20,CPU,1,1,1,6.425940,6.166000,7.353255,7.471057,8.107333,0.631418,16.201723,16.061479,17.684067,18.334882,19.148333,0.844983
OverlapScaling_Obj50,TestScene_Spawner,Overlap,20,GPU,1,1,1,6.350236,6.057062,7.277996,7.455000,9.962875,0.698931,16.297525,16.212563,17.503348,18.113065,18.878874,0.725736
OverlapScaling_Obj50,TestScene_Spawner,Overlap,20,Tiling,1,1,1,12.693652,12.882813,13.347385,13.444690,13.507208,0.605629,13.311730,13.548604,13.939616,14.018426,14.154250,0.626921
OverlapScaling_Obj50,TestScene_Spawner,Overlap,40,Fullscreen,1,1,1,5.046660,4.873625,6.274358,6.460934,7.640334,0.724767,12.679306,12.853833,14.003706,14.300308,14.663374,0.987091
OverlapScaling_Obj50,TestScene_Spawner,Overlap,40,CPU,1,1,1,5.218943,5.014896,6.257242,6.388835,6.507292,0.633937,12.858786,12.975396,13.568404,13.668656,13.833083,0.598820
OverlapScaling_Obj50,TestScene_Spawner,Overlap,40,GPU,1,1,1,4.858283,4.667271,6.056994,6.337005,7.745458,0.702656,12.281568,12.294791,13.452625,13.710183,14.006125,0.841091
OverlapScaling_Obj50,TestScene_Spawner,Overlap,40,Tiling,1,1,1,11.548407,11.721542,12.523958,12.721095,14.118250,0.738302,12.030397,12.234812,12.982726,13.184306,13.259916,0.734832
OverlapScaling_Obj50,TestScene_Spawner,Overlap,60,Fullscreen,1,1,1,3.340706,3.081563,4.459726,4.715742,5.042542,0.552062,7.851825,8.009208,8.895508,9.346354,9.754958,0.758491
OverlapScaling_Obj50,TestScene_Spawner,Overlap,60,CPU,1,1,1,4.507257,4.276042,5.692256,6.070322,7.358167,0.679191,11.008295,11.232146,12.180425,12.593038,12.962499,0.981742
OverlapScaling_Obj50,TestScene_Spawner,Overlap,60,GPU,1,1,1,4.900120,4.735562,6.044427,6.301896,9.253667,0.715129,12.133637,12.300063,13.174429,13.695762,14.025499,0.893341
OverlapScaling_Obj50,TestScene_Spawner,Overlap,60,Tiling,1,1,1,9.530316,9.998771,10.330125,10.526048,11.872083,0.724377,9.880544,10.371250,10.693780,10.866643,10.957333,0.715269
OverlapScaling_Obj50,TestScene_Spawner,Overlap,80,Fullscreen,1,1,1,2.277502,2.162271,3.358817,3.621700,3.652917,0.454131,5.000191,4.726146,6.136537,6.323298,6.901875,0.722255
OverlapScaling_Obj50,TestScene_Spawner,Overlap,80,CPU,1,1,1,4.095415,3.993604,5.978246,8.005464,11.206042,1.086284,3.837671,3.190395,6.608695,7.246098,7.650000,1.224217
OverlapScaling_Obj50,TestScene_Spawner,Overlap,80,GPU,1,1,1,3.969964,3.862563,5.190802,5.324112,5.437333,0.628560,9.574353,9.623396,10.939750,11.269813,11.568750,0.967861
OverlapScaling_Obj50,TestScene_Spawner,Overlap,80,Tiling,1,1,1,8.405751,8.829646,9.361138,9.611979,10.669416,0.751373,8.678646,9.078104,9.643399,9.815646,9.928749,0.741540
OverlapScaling_Obj50,TestScene_Spawner,Overlap,100,Fullscreen,1,1,1,1.699106,1.636771,2.769535,2.972999,3.111333,0.402861,3.667794,3.358916,4.804433,5.027902,5.247833,0.660796
OverlapScaling_Obj50,TestScene_Spawner,Overlap,100,CPU,1,1,1,2.029401,1.903313,3.136516,3.246093,6.133500,0.478632,4.436347,4.195062,5.554337,5.699900,5.999833,0.731654
OverlapScaling_Obj50,TestScene_Spawner,Overlap,100,GPU,1,1,1,2.766276,2.561980,3.900975,4.207303,4.529750,0.538387,6.300986,6.314438,7.742217,8.125724,8.661666,0.905388
OverlapScaling_Obj50,TestScene_Spawner,Overlap,100,Tiling,1,1,1,8.070643,8.195375,9.438599,9.690960,11.123417,0.839564,8.268399,8.401791,9.656247,9.917254,10.065916,0.849024
OverlapScaling_Obj50,TestScene_Spawner,Overlap,0,Fullscreen,32,32,32,27.204452,27.267292,28.135481,28.323067,30.746417,0.681167,76.632152,76.789291,80.465969,80.824691,80.940000,2.357564
OverlapScaling_Obj50,TestScene_Spawner,Overlap,0,CPU,32,32,32,29.604677,29.627334,30.163060,30.416468,30.657834,0.351110,77.954059,78.101312,79.114135,79.436598,80.206374,0.827164
OverlapScaling_Obj50,TestScene_Spawner,Overlap,0,GPU,32,32,32,25.498493,25.485584,25.802698,25.868915,26.510333,0.175148,70.863215,70.811958,71.917977,73.714314,74.711999,0.815176
OverlapScaling_Obj50,TestScene_Spawner,Overlap,0,Tiling,32,32,32,38.910764,39.116875,43.905300,44.159836,47.417834,3.452226,58.856229,59.313500,66.570293,66.784900,66.872750,5.305237
OverlapScaling_Obj50,TestScene_Spawner,Overlap,20,Fullscreen,32,32,32,21.919393,21.916250,22.266591,22.355094,24.187875,0.310734,60.984524,60.960250,62.550537,63.023328,63.271749,0.784402
OverlapScaling_Obj50,TestScene_Spawner,Overlap,20,CPU,32,32,32,28.386453,28.382334,28.984004,29.147489,29.341500,0.345512,74.472440,74.412520,75.647826,76.012518,76.655125,0.821138
OverlapScaling_Obj50,TestScene_Spawner,Overlap,20,GPU,32,32,32,24.440866,24.432750,24.731474,24.913718,28.377584,0.323869,67.839834,67.849333,69.183169,70.798902,71.328333,0.888179
OverlapScaling_Obj50,TestScene_Spawner,Overlap,20,Tiling,32,32,32,26.728423,26.649500,27.671686,27.914989,31.130083,0.561174,38.944891,38.765833,40.271883,40.563542,40.742625,0.619715
OverlapScaling_Obj50,TestScene_Spawner,Overlap,40,Fullscreen,32,32,32,18.872701,18.821396,19.544384,19.741725,20.448834,0.386285,51.914437,51.976083,53.179312,53.668933,54.487999,0.788309
OverlapScaling_Obj50,TestScene_Spawner,Overlap,40,CPU,32,32,32,29.167010,27.542709,34.898908,35.535201,39.099958,2.870692,71.016313,71.386666,92.503793,93.271654,93.772000,15.678053
OverlapScaling_Obj50,TestScene_Spawner,Overlap,40,GPU,32,32,32,24.066729,23.999000,25.234088,25.602841,27.740000,0.542975,66.703342,66.538917,69.963117,70.824036,71.363916,1.629782
OverlapScaling_Obj50,TestScene_Spawner,Overlap,40,Tiling,32,32,32,20.433398,20.439376,21.112179,21.314088,26.179292,0.619820,28.251786,28.275124,29.166256,29.255911,29.330333,0.649808
OverlapScaling_Obj50,TestScene_Spawner,Overlap,60,Fullscreen,32,32,32,15.722184,15.726834,16.763029,17.392221,18.818167,0.618569,42.827681,42.581917,46.051860,46.938640,49.475250,1.519262
OverlapScaling_Obj50,TestScene_Spawner,Overlap,60,CPU,32,32,32,26.622007,26.286229,28.078941,28.272996,28.371709,0.793060,69.171381,68.248438,73.510776,73.798908,73.894250,2.334886
OverlapScaling_Obj50,TestScene_Spawner,Overlap,60,GPU,32,32,32,22.012028,21.801521,23.493781,24.309021,31.370500,0.988651,60.937294,60.304062,66.224503,67.479448,68.225375,2.034787
OverlapScaling_Obj50,TestScene_Spawner,Overlap,60,Tiling,32,32,32,15.881446,15.431584,18.630549,19.171030,19.374250,1.268663,20.380640,19.894208,23.804551,24.480827,24.626041,1.583224
OverlapScaling_Obj50,TestScene_Spawner,Overlap,80,Fullscreen,32,32,32,13.667502,13.747792,14.608302,14.810185,19.267167,0.729071,36.897830,36.814583,39.241582,40.007695,40.590041,1.277469
OverlapScaling_Obj50,TestScene_Spawner,Overlap,80,CPU,32,32,32,25.335161,25.351833,25.837210,26.032043,26.204917,0.323874,65.472222,65.615354,66.655905,67.150211,67.661958,0.870391
OverlapScaling_Obj50,TestScene_Spawner,Overlap,80,GPU,32,32,32,21.376425,21.360791,21.826068,21.978298,25.995166,0.403194,58.938096,58.945875,60.680560,61.668968,62.173583,1.013503
OverlapScaling_Obj50,TestScene_Spawner,Overlap,80,Tiling,32,32,32,11.949718,12.177604,12.678985,12.800327,12.889708,0.650299,13.998307,14.222166,14.751979,14.870622,14.956625,0.692794
OverlapScaling_Obj50,TestScene_Spawner,Overlap,100,Fullscreen,32,32,32,12.276405,12.358896,13.337672,13.608893,14.091875,0.700916,33.106635,32.965916,35.492591,36.151179,36.653749,1.331146
OverlapScaling_Obj50,TestScene_Spawner,Overlap,100,CPU,32,32,32,24.165137,24.122833,24.551717,24.807189,26.146291,0.231147,62.145120,62.083708,63.309306,63.764585,63.917666,0.721749
OverlapScaling_Obj50,TestScene_Spawner,Overlap,100,GPU,32,32,32,20.984404,20.996938,21.583259,22.085186,63.726584,2.225787,57.874570,58.005125,60.400848,61.219001,61.695875,2.405207
OverlapScaling_Obj50,TestScene_Spawner,Overlap,100,Tiling,32,32,32,9.546621,9.567063,10.928079,11.105268,12.960667,0.914457,10.187264,10.193708,11.653518,11.807526,11.962375,0.942774
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,0,Fullscreen,1,1,1,51.594209,51.782354,52.839882,53.093088,54.741791,0.887084,149.290180,149.635479,153.401874,154.538810,155.878541,2.699677
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,0,CPU,1,1,1,50.310302,50.268896,51.129616,51.652024,52.338250,0.435682,144.095092,143.894250,146.867224,148.127993,149.135916,1.476938
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,0,GPU,1,1,1,52.644493,51.895750,57.761940,58.587268,59.135917,2.258277,151.880512,149.715687,166.687037,169.456689,171.602041,6.623920
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,0,Tiling,1,1,1,59.234927,59.209771,60.094556,60.898704,65.783083,0.859640,104.166727,104.225541,105.285624,105.713195,106.544249,0.772478
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,20,Fullscreen,1,1,1,36.559576,36.317250,37.786977,38.064250,39.062708,0.729869,104.684641,104.218833,109.436921,110.819799,110.973499,2.417154
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,20,CPU,1,1,1,36.586280,36.678625,37.166160,37.328287,38.573458,0.469697,103.457258,103.655124,106.103955,107.227060,108.138208,1.910481
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,20,GPU,1,1,1,38.651813,36.604708,47.030627,47.408251,47.805958,3.654790,110.549836,104.737062,134.635624,137.260137,137.646125,10.847293
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,20,Tiling,1,1,1,74.117715,46.874771,81.283675,90.113829,10634.369041,473.852502,87.326220,80.221583,137.573016,153.079024,155.112916,20.477626
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,40,Fullscreen,1,1,1,25.739047,25.960084,26.543604,31.016942,60.098292,2.893868,71.986368,72.038687,74.527898,76.660257,77.045958,2.695836
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,40,CPU,1,1,1,26.460842,26.377042,27.246302,27.639328,28.564250,0.389927,73.549700,73.331749,76.048546,76.763747,76.942583,1.329401
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,40,GPU,1,1,1,25.955733,25.876563,26.510563,26.913587,27.798166,0.364419,72.544536,72.448875,74.387230,74.799463,75.356749,1.126146
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,40,Tiling,1,1,1,32.051127,32.053396,32.456839,32.652923,39.547500,0.723234,52.376119,52.426895,52.904023,53.060896,53.125208,0.371095
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,60,Fullscreen,1,1,1,15.160078,15.223188,15.886646,16.082416,20.676375,0.623971,41.402578,41.415541,43.518809,44.196998,44.596875,1.192784
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,60,CPU,1,1,1,15.284901,15.344792,15.896045,16.162646,16.424458,0.511568,41.406132,41.440187,43.277224,44.041156,45.063583,1.226476
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,60,GPU,1,1,1,14.780789,14.878229,15.395880,15.529194,15.693834,0.526346,40.302798,40.313645,42.356570,42.951582,43.581416,1.165742
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,60,Tiling,1,1,1,21.045619,21.062354,21.256584,21.448299,22.227417,0.175182,31.671872,31.677229,31.881260,31.962878,32.144625,0.127377
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,80,Fullscreen,1,1,1,7.883230,7.457896,8.794352,8.878748,9.370500,0.691868,20.711331,20.647458,22.271229,22.996552,23.433208,0.976529
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,80,CPU,1,1,1,8.838850,9.105042,9.799868,9.962815,10.423250,0.693255,23.107749,23.202750,24.453096,25.112375,25.464875,0.983450
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,80,GPU,1,1,1,8.058093,7.621105,8.932329,9.907257,15.183125,0.972282,21.120728,21.164624,22.384404,22.948055,23.478791,0.988973
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,80,Tiling,1,1,1,14.056950,14.225709,14.579042,14.667258,14.827625,0.552927,18.713267,18.807667,19.387735,19.516904,19.585125,0.582357
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,100,Fullscreen,1,1,1,2.885457,2.712271,4.136544,4.308491,4.432417,0.563777,6.644153,6.641021,7.734119,8.155209,9.380708,0.787310
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,100,CPU,1,1,1,3.435971,3.289333,4.628201,5.065983,9.104458,0.673759,7.984821,8.114312,9.512504,10.112033,10.346333,0.976474
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,100,GPU,1,1,1,4.083273,3.800792,5.304591,5.673410,5.744125,0.629511,9.921077,9.968604,11.500692,12.062558,12.448458,0.927161
OverlapScaling_Obj50_Heavy,TestScene_Spawner,Overlap,100,Tiling,1,1,1,8.721852,9.176187,9.568446,9.730931,10.104667,0.713775,9.696887,10.112125,10.580276,10.664895,10.743666,0.730574
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,0,Fullscreen,1,1,1,51.628759,51.431292,53.242719,54.709850,101.602541,4.323917,148.104726,147.372708,153.720397,158.240278,160.881874,4.623212
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,0,CPU,1,1,1,51.734309,51.499771,53.505210,53.974450,101.095500,4.254076,146.273186,145.590250,152.422237,154.626105,158.533291,4.553136
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,0,GPU,1,1,1,51.694704,51.865875,52.782856,53.188059,110.587791,4.543889,147.414350,147.906000,150.803935,152.560993,154.111500,4.379743
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,0,Tiling,1,1,1,58.797549,58.728396,59.725469,60.193591,60.510792,0.423118,103.092741,103.147645,105.153293,105.381150,105.690500,3.017349
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,20,Fullscreen,1,1,1,35.944430,35.920000,36.747477,37.103088,37.790459,0.507996,101.403524,101.187249,104.074271,106.101592,107.246833,1.682393
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,20,CPU,1,1,1,36.935480,36.211521,41.437275,42.171714,71.361792,3.534915,102.950498,100.813479,115.276348,116.995832,119.571999,6.455157
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,20,GPU,1,1,1,36.362598,36.207771,37.409039,37.554446,37.650042,0.654011,102.309453,101.919062,105.592482,106.288228,109.462249,2.046514
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,20,Tiling,1,1,1,43.811629,43.828876,44.623546,45.695969,47.302875,0.623981,74.708011,74.716937,75.743925,76.031266,76.238624,0.693054
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,40,Fullscreen,1,1,1,23.738860,23.894188,24.277456,24.488974,26.784041,0.504254,66.002967,66.393500,67.901263,69.241431,70.202583,1.490632
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,40,CPU,1,1,1,23.609131,23.605896,23.960419,24.108214,25.746625,0.283766,64.424445,64.410979,66.118837,66.990479,68.074124,1.012501
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,40,GPU,1,1,1,24.021294,24.029063,24.348440,24.481773,25.093542,0.211098,66.483736,66.430187,68.194641,69.597123,70.021499,1.046755
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,40,Tiling,1,1,1,29.915516,29.936979,30.358677,30.556522,31.207875,0.314164,48.431949,48.459042,49.160958,49.293454,49.329541,0.481898
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,60,Fullscreen,1,1,1,14.452469,14.234271,16.219707,16.388857,16.770875,1.132697,39.129978,38.772208,44.144179,45.004835,45.841333,3.068831
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,60,CPU,1,1,1,14.313277,14.406854,14.984523,15.153973,15.867000,0.564899,37.973425,38.110041,40.344418,40.987177,41.507291,1.455516
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,60,GPU,1,1,1,14.400882,14.548042,14.919881,15.158800,26.761291,1.142694,38.887721,38.994437,40.540977,41.203726,41.774500,1.462512
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,60,Tiling,1,1,1,21.332006,21.122396,22.273028,22.462288,25.041750,0.689070,31.685079,31.303125,33.084340,33.202202,33.312874,0.967306
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,80,Fullscreen,1,1,1,7.111942,6.679375,8.070533,8.736665,9.159125,0.737766,18.298789,18.151187,19.723894,20.454709,21.396875,0.876665
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,80,CPU,1,1,1,7.170551,6.773104,8.145877,8.238899,9.487667,0.705965,18.140391,18.036062,19.574101,19.834242,20.195499,0.831427
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,80,GPU,1,1,1,7.405327,7.021500,8.424123,8.656643,8.938500,0.729866,18.937554,18.855521,20.329706,20.785405,21.031750,0.833371
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,80,Tiling,1,1,1,13.057492,13.273458,13.656685,13.788104,13.957792,0.608954,16.869273,17.077229,17.517557,17.606286,17.701125,0.611526
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,100,Fullscreen,1,1,1,2.583916,2.453959,3.716669,3.919433,4.616625,0.501671,5.787503,5.555854,6.913051,7.078757,7.215416,0.735346
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,100,CPU,1,1,1,4.938804,4.720313,6.221428,6.473337,8.086499,0.734116,12.161694,12.336749,13.465944,13.710708,14.051374,0.984700
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,100,GPU,1,1,1,4.557221,4.365751,5.809410,5.998774,6.064083,0.663828,11.260308,11.387542,12.514243,12.769771,12.851333,0.887348
OverlapScaling_Obj100_Heavy,TestScene_Spawner,Overlap,100,Tiling,1,1,1,8.889589,9.344625,9.759529,9.884424,9.978042,0.714041,9.712049,10.183875,10.625074,10.774227,10.899999,0.740533
OverlapScaling_Obj500,TestScene_Spawner,Overlap,0,Fullscreen,1,1,1,12.894915,11.101896,23.313085,24.973313,27.374542,4.222043,33.408778,28.649479,61.654133,66.565567,68.855208,11.240215
OverlapScaling_Obj500,TestScene_Spawner,Overlap,0,CPU,1,1,1,13.514718,13.465813,15.197510,15.461822,15.570417,0.991991,31.273518,30.867875,35.297431,36.005935,36.551916,2.167123
OverlapScaling_Obj500,TestScene_Spawner,Overlap,0,GPU,1,1,1,11.969801,11.964750,13.579110,13.870789,16.208874,1.055433,31.001965,30.773229,34.800087,35.649882,36.013000,2.282602
OverlapScaling_Obj500,TestScene_Spawner,Overlap,0,Tiling,1,1,1,18.001478,18.203021,19.038649,19.294194,19.644916,0.771147,18.969667,19.135542,20.106449,20.297412,20.382541,0.798171
OverlapScaling_Obj500,TestScene_Spawner,Overlap,20,Fullscreen,1,1,1,11.118101,11.229354,12.651792,12.887343,13.479709,1.065618,28.530189,28.742375,31.503152,32.835795,33.336375,2.249597
OverlapScaling_Obj500,TestScene_Spawner,Overlap,20,CPU,1,1,1,11.382864,11.304334,13.313432,14.474830,15.349417,1.008865,7.746372,7.561729,8.907510,9.193463,9.641416,0.516820
OverlapScaling_Obj500,TestScene_Spawner,Overlap,20,GPU,1,1,1,10.179117,10.302063,11.806632,12.202646,12.478292,0.893485,25.842092,25.318333,29.049737,30.216685,31.659541,1.698054
OverlapScaling_Obj500,TestScene_Spawner,Overlap,20,Tiling,1,1,1,17.249738,17.373396,18.445197,18.570671,18.615958,0.934839,18.104223,18.266688,19.361712,19.438093,19.526958,0.967925
OverlapScaling_Obj500,TestScene_Spawner,Overlap,40,Fullscreen,1,1,1,8.088138,7.882646,9.509375,9.820640,12.811042,0.898274,14.290027,17.368937,21.388506,21.892327,22.334958,6.013029
OverlapScaling_Obj500,TestScene_Spawner,Overlap,40,CPU,1,1,1,11.058441,10.292417,14.654031,25.268039,29.570000,2.748550,6.126265,6.056958,8.455462,9.293414,10.700125,1.291441
