test_name,scene,variable,value,render_mode,N,K,styles_per_object,mean_cpu_ms,median_cpu_ms,p95_cpu_ms,p99_cpu_ms,max_cpu_ms,std_cpu_ms,mean_gpu_ms,median_gpu_ms,p95_gpu_ms,p99_gpu_ms,max_gpu_ms,std_gpu_ms
BBoxAreaScaling_SameStyle_Tiling32,TestScene_Spawner,SpawnAreaScale,10,Tiling,1,1,1,8.332839,8.445188,9.462398,9.556810,10.119542,0.877528,8.694978,8.555167,9.839247,9.954295,10.070750,0.895157
BBoxAreaScaling_SameStyle_Tiling32,TestScene_Spawner,SpawnAreaScale,100,Tiling,1,1,1,12.353687,12.610438,13.156537,13.609192,17.104583,0.764492,13.126405,13.389416,13.939904,14.438466,17.509375,0.785074
BBoxAreaScaling_SameStyle_Tiling64,TestScene_Spawner,SpawnAreaScale,20,Tiling,1,1,1,8.666492,9.058188,10.056105,10.439530,10.673875,0.843301,9.085497,9.508958,10.487093,10.846978,11.120416,0.887970
BBoxAreaScaling_SameStyle_Tiling64,TestScene_Spawner,SpawnAreaScale,60,Tiling,1,1,1,10.447712,10.891917,11.188094,11.319268,11.585667,0.746001,11.006808,11.463375,11.770031,12.003035,12.246333,0.782787
BBoxAreaScaling_SameStyle_Tiling64,TestScene_Spawner,SpawnAreaScale,80,Tiling,1,1,1,11.481705,11.796875,12.247726,12.567698,30.606083,1.170786,12.152612,12.486166,12.938904,13.236195,20.371999,0.823969
BBoxAreaScaling_SameStyle_Tiling64,TestScene_Spawner,SpawnAreaScale,40,Tiling,1,1,1,9.265938,9.771875,10.251462,10.405213,11.175208,0.853957,9.735872,10.236813,10.744560,10.899760,11.695499,0.875274
BBoxAreaScaling_SameStyle_Tiling64,TestScene_Spawner,SpawnAreaScale,10,Tiling,1,1,1,8.504142,8.949000,9.518202,9.972439,10.547875,0.830045,8.864742,9.330083,9.912748,10.297017,10.945375,0.853574
BBoxAreaScaling_SameStyle_Tiling64,TestScene_Spawner,SpawnAreaScale,100,Tiling,1,1,1,12.325901,12.609480,12.990971,13.363336,14.369375,0.686812,13.085348,13.365187,13.799976,14.113092,16.689874,0.720602
AreaScaling,CoverageTest,Coverage,5,Fullscreen,1,1,1,9.160905,1.917396,4.540150,50.798386,2400.230583,110.293851,4.690020,4.572750,6.379790,9.259907,62.371791,2.969760
AreaScaling,CoverageTest,Coverage,5,CPU,1,1,1,1.756234,1.562542,3.109285,3.446103,6.884708,0.605853,3.761743,3.568312,5.228335,5.430004,5.885750,0.852039
AreaScaling,CoverageTest,Coverage,5,GPU,1,1,1,1.819894,1.632354,3.083477,3.435764,4.128000,0.552774,3.215461,3.106125,4.779658,5.013921,5.237375,0.841424
AreaScaling,CoverageTest,Coverage,80,Fullscreen,1,1,1,5.157753,4.675896,6.529415,6.840403,9.850875,0.845576,13.623172,13.875792,14.571154,14.999319,17.350999,0.836203
AreaScaling,CoverageTest,Coverage,80,CPU,1,1,1,5.065398,4.596792,6.393029,6.599410,7.550625,0.788722,13.355717,13.608937,14.337481,14.532582,15.337000,0.786293
AreaScaling,CoverageTest,Coverage,80,GPU,1,1,1,5.255201,4.818146,6.541577,6.954133,9.428666,0.805103,13.819277,13.964521,14.942204,15.773003,16.718416,0.837032
AreaScaling,CoverageTest,Coverage,60,Fullscreen,1,1,1,4.366648,4.008854,5.624508,6.055102,7.353041,0.731073,11.185848,11.347167,12.554308,12.781134,13.243499,0.955318
AreaScaling,CoverageTest,Coverage,60,CPU,1,1,1,4.394014,4.069146,5.664644,5.816306,5.997500,0.707120,11.616557,11.964833,12.624458,12.824108,12.904541,0.917827
AreaScaling,CoverageTest,Coverage,60,GPU,1,1,1,4.355791,4.069979,5.594860,5.788044,7.970708,0.713817,11.216574,11.267750,12.564844,13.194178,13.806166,0.945719
AreaScaling,CoverageTest,Coverage,20,Fullscreen,1,1,1,2.667007,2.437813,3.927498,4.039791,10.333792,0.670593,6.565013,6.443771,7.879927,8.023390,8.206458,0.886085
AreaScaling,CoverageTest,Coverage,20,CPU,1,1,1,2.437603,2.249438,3.718071,3.949222,4.190000,0.543479,5.767346,5.571645,7.056530,7.255516,7.432916,0.837991
AreaScaling,CoverageTest,Coverage,20,GPU,1,1,1,2.391401,2.217667,3.591477,3.760225,4.280708,0.506239,5.531258,5.424125,6.874730,7.073116,7.143500,0.939893
AreaScaling,CoverageTest,Coverage,10,Fullscreen,1,1,1,2.282451,2.061687,3.540833,3.837467,6.143667,0.561698,4.370598,4.411312,6.117237,6.425670,6.919624,1.135426
AreaScaling,CoverageTest,Coverage,10,CPU,1,1,1,1.932570,1.774813,3.079775,3.363765,4.600167,0.500375,3.154591,3.119291,4.930332,5.156516,5.429208,0.953579
AreaScaling,CoverageTest,Coverage,10,GPU,1,1,1,1.913616,1.790646,3.001543,3.303014,3.659625,0.448063,3.140217,3.118313,4.834091,5.046026,6.319749,0.911565
AreaScaling,CoverageTest,Coverage,40,Fullscreen,1,1,1,3.799218,3.487562,5.060771,5.277247,6.507750,0.662718,9.128098,9.302688,10.629650,11.184790,12.451041,1.098764
AreaScaling,CoverageTest,Coverage,40,CPU,1,1,1,3.716752,3.374708,5.135196,6.879304,10.034875,0.916844,7.095775,7.048667,10.059562,10.341014,10.630500,1.911558
AreaScaling,CoverageTest,Coverage,40,GPU,1,1,1,4.306490,3.834104,6.876519,12.511884,21.296375,1.840487,4.087062,3.431958,7.149028,8.386147,9.036500,1.350502
AreaScaling,CoverageTest,Coverage,100,Fullscreen,1,1,1,6.911125,6.448708,8.123108,8.757943,15.281958,0.980220,18.439825,18.341854,20.398218,21.228045,22.497166,1.154472
AreaScaling,CoverageTest,Coverage,100,CPU,1,1,1,6.772520,6.236563,7.940580,8.200639,9.156208,0.803032,17.934100,17.837979,19.702039,20.182646,21.023416,0.977471
AreaScaling,CoverageTest,Coverage,100,GPU,1,1,1,6.898687,6.424417,8.074813,8.430029,10.683875,0.870868,18.292158,18.264562,19.931045,20.461786,20.933041,1.004866
AreaScaling,CoverageTest,Coverage,0,Fullscreen,1,1,1,1.860868,1.708729,3.129477,3.490175,3.993916,0.494436,3.448663,3.325021,5.274619,5.444916,5.646000,1.024515
AreaScaling,CoverageTest,Coverage,0,CPU,1,1,1,1.403565,1.330125,1.918501,2.197173,6.290209,0.371746,1.215004,0.988645,2.296280,2.693275,2.787291,0.446824
AreaScaling,CoverageTest,Coverage,0,GPU,1,1,1,1.452873,1.318396,2.215918,2.800832,3.064834,0.339436,2.166129,2.016188,3.772056,4.051009,4.357374,0.760732
AreaScaling_SameStyle_Tiling8,CoverageTest,Coverage,5,Tiling,1,1,1,8.135425,7.644271,9.163537,9.302785,9.621125,0.797837,8.505330,7.992604,9.539262,9.678928,9.947666,0.819408
AreaScaling_SameStyle_Tiling8,CoverageTest,Coverage,80,Tiling,1,1,1,12.169390,12.447438,12.855794,13.120115,15.035125,0.729222,12.997295,13.279750,13.646799,13.867894,14.574875,0.702341
AreaScaling_SameStyle_Tiling8,CoverageTest,Coverage,60,Tiling,1,1,1,11.135427,11.457542,11.920358,12.701460,14.026958,0.745003,11.846306,12.159562,12.596587,13.214978,15.393625,0.735295
AreaScaling_SameStyle_Tiling8,CoverageTest,Coverage,20,Tiling,1,1,1,8.960049,9.421604,9.892027,10.489200,10.997583,0.776953,9.440099,9.935645,10.392734,10.952827,12.296958,0.807541
AreaScaling_SameStyle_Tiling8,CoverageTest,Coverage,10,Tiling,1,1,1,8.389156,8.805292,9.367069,9.675826,11.404667,0.797709,8.813199,9.191875,9.803505,10.071142,10.532208,0.778547
AreaScaling_SameStyle_Tiling8,CoverageTest,Coverage,40,Tiling,1,1,1,9.989598,10.411292,10.781067,10.972640,12.573750,0.702650,10.576821,11.027979,11.351956,11.531829,12.044375,0.699317
AreaScaling_SameStyle_Tiling8,CoverageTest,Coverage,100,Tiling,1,1,1,13.181201,13.462417,13.860671,14.132975,27.467292,1.090889,14.133053,14.398958,14.802523,14.935215,15.948791,0.710464
AreaScaling_SameStyle_Tiling8,CoverageTest,Coverage,0,Tiling,1,1,1,7.880683,7.357729,8.930459,9.127409,9.639000,0.802093,8.219717,7.680104,9.283528,9.559217,9.998791,0.826579
AreaScaling_SameStyle_Tiling16,CoverageTest,Coverage,5,Tiling,1,1,1,8.001991,7.491563,9.029156,9.220114,10.764166,0.804038,8.359128,7.822500,9.411564,9.570389,10.493249,0.820578
AreaScaling_SameStyle_Tiling16,CoverageTest,Coverage,80,Tiling,1,1,1,11.545201,11.879167,12.222898,12.601717,14.463458,0.728288,12.276236,12.611771,12.953454,13.220153,13.454500,0.707285
AreaScaling_SameStyle_Tiling16,CoverageTest,Coverage,60,Tiling,1,1,1,10.566262,10.957063,11.274921,11.545689,15.128000,0.734631,11.201573,11.611750,11.947634,12.109710,12.575624,0.688259
AreaScaling_SameStyle_Tiling16,CoverageTest,Coverage,20,Tiling,1,1,1,8.728433,9.168917,9.691240,10.046236,10.708583,0.762128,9.189566,9.710749,10.148477,10.410622,10.655625,0.775946
AreaScaling_SameStyle_Tiling16,CoverageTest,Coverage,10,Tiling,1,1,1,8.240834,7.949688,9.240187,9.354754,9.725083,0.768560,8.654764,8.140687,9.651955,9.788346,10.721124,0.802723
AreaScaling_SameStyle_Tiling16,CoverageTest,Coverage,40,Tiling,1,1,1,9.643099,10.075875,10.428304,10.733345,11.536667,0.682420,10.183602,10.651541,10.991568,11.410159,12.303250,0.714968
AreaScaling_SameStyle_Tiling16,CoverageTest,Coverage,100,Tiling,1,1,1,12.500438,12.730709,13.269726,13.970606,15.880833,0.731726,13.322526,13.549750,14.063916,14.568726,17.552791,0.755527
AreaScaling_SameStyle_Tiling16,CoverageTest,Coverage,0,Tiling,1,1,1,7.700339,7.142354,8.621327,8.894498,12.442917,0.837007,8.035684,7.396062,8.946506,9.136265,9.686499,0.748177
AreaScaling_SameStyle_Tiling32,CoverageTest,Coverage,5,Tiling,1,1,1,7.988957,7.456000,8.874804,9.157600,14.424000,0.801213,8.357814,7.742521,9.273193,9.595257,13.174124,0.782499
AreaScaling_SameStyle_Tiling32,CoverageTest,Coverage,80,Tiling,1,1,1,11.379851,11.765584,11.920369,12.123366,13.069041,0.658050,12.088703,12.503833,12.624199,12.950062,13.753125,0.684485
AreaScaling_SameStyle_Tiling32,CoverageTest,Coverage,60,Tiling,1,1,1,10.449703,10.909709,11.116415,11.497127,12.499833,0.719677,11.066471,11.552479,11.689022,11.860045,12.701333,0.704784
AreaScaling_SameStyle_Tiling32,CoverageTest,Coverage,20,Tiling,1,1,1,8.638354,9.187417,9.421871,9.633021,10.889541,0.726532,9.086783,9.704333,9.867974,10.040351,10.569500,0.732116
AreaScaling_SameStyle_Tiling32,CoverageTest,Coverage,10,Tiling,1,1,1,8.201257,7.716188,9.034831,9.300470,11.240417,0.749018,8.614597,8.005499,9.428920,9.692920,9.799750,0.739878
AreaScaling_SameStyle_Tiling32,CoverageTest,Coverage,40,Tiling,1,1,1,9.551123,10.050709,10.272018,10.501330,17.919833,0.889153,10.087670,10.629771,10.853624,11.020543,11.533999,0.728439
AreaScaling_SameStyle_Tiling32,CoverageTest,Coverage,100,Tiling,1,1,1,12.291517,12.610500,12.800758,13.005190,14.721833,0.639007,13.079864,13.428312,13.544381,13.687631,13.805125,0.635437
AreaScaling_SameStyle_Tiling32,CoverageTest,Coverage,0,Tiling,1,1,1,7.756116,7.185292,8.617284,8.935969,14.708667,0.847133,8.084086,7.456312,8.956356,9.066780,10.082874,0.745500
AreaScaling_SameStyle_Tiling64,CoverageTest,Coverage,5,Tiling,1,1,1,8.210160,7.735376,9.098038,9.193365,12.290667,0.766445,8.589604,8.054021,9.501223,9.605299,9.966875,0.746946
AreaScaling_SameStyle_Tiling64,CoverageTest,Coverage,80,Tiling,1,1,1,11.605011,11.960772,12.237198,12.390074,12.807959,0.671828,12.305123,12.669250,12.928669,13.114994,13.551166,0.694492
AreaScaling_SameStyle_Tiling64,CoverageTest,Coverage,60,Tiling,1,1,1,10.652460,11.054229,11.295315,11.416390,14.716292,0.719713,11.256088,11.681291,11.920581,12.036279,12.671333,0.694187
AreaScaling_SameStyle_Tiling64,CoverageTest,Coverage,20,Tiling,1,1,1,8.865181,9.349104,9.691802,9.859784,14.957833,0.804249,9.312298,9.852499,10.147926,10.281740,10.481624,0.741693
AreaScaling_SameStyle_Tiling64,CoverageTest,Coverage,10,Tiling,1,1,1,8.421277,8.882896,9.256323,9.336081,11.956791,0.746195,8.834699,9.384895,9.702568,9.793783,10.609541,0.740719
AreaScaling_SameStyle_Tiling64,CoverageTest,Coverage,40,Tiling,1,1,1,9.758316,10.202792,10.483634,10.697050,15.485875,0.739093,10.282291,10.753687,11.021352,11.114839,15.974875,0.756987
AreaScaling_SameStyle_Tiling64,CoverageTest,Coverage,100,Tiling,1,1,1,12.472437,12.766084,13.019850,13.202446,13.855958,0.634058,13.244111,13.545292,13.774449,13.880928,14.393249,0.639898
AreaScaling_SameStyle_Tiling64,CoverageTest,Coverage,0,Tiling,1,1,1,7.993733,7.518292,8.888958,9.006328,11.274833,0.756908,8.323288,7.796083,9.234135,9.396466,9.543708,0.749279
AreaScaling,CoverageTest,Coverage,5,Fullscreen,1,1,1,2.082567,1.864001,3.652013,3.871996,4.216542,0.587180,5.178201,4.711187,6.603608,6.711918,7.009375,0.904419
AreaScaling,CoverageTest,Coverage,5,CPU,1,1,1,1.660547,1.488938,3.107296,3.347697,3.713209,0.504208,3.896458,3.549708,5.421394,5.703339,5.939624,0.848287
AreaScaling,CoverageTest,Coverage,5,GPU,1,1,1,1.664900,1.520855,2.980394,3.281221,4.033125,0.492668,3.781688,3.446541,5.263889,5.541253,6.018791,0.837003
AreaScaling,CoverageTest,Coverage,80,Fullscreen,1,1,1,5.123207,4.697437,6.328184,6.684231,7.983416,0.740455,13.459959,13.585208,14.481664,14.760375,15.694124,0.754841
AreaScaling,CoverageTest,Coverage,80,CPU,1,1,1,5.072266,4.599709,6.121004,6.504260,35.041792,1.534204,13.096468,13.231875,14.064698,14.354041,14.579708,0.798307
AreaScaling,CoverageTest,Coverage,80,GPU,1,1,1,5.055677,4.631687,6.338165,6.784013,7.272750,0.758003,13.120542,13.180020,14.283012,14.777856,14.910291,0.793186
AreaScaling,CoverageTest,Coverage,60,Fullscreen,1,1,1,4.281766,3.904688,5.565192,5.833635,11.534750,0.828860,10.985902,11.214688,12.040613,12.316210,12.803166,0.884075
AreaScaling,CoverageTest,Coverage,60,CPU,1,1,1,4.118676,3.753396,5.339370,5.765435,6.094125,0.665373,10.526772,10.703417,11.547839,12.060305,12.340416,0.789159
AreaScaling,CoverageTest,Coverage,60,GPU,1,1,1,4.155866,3.801104,5.409671,5.873431,7.220291,0.683783,10.651324,10.812270,11.761178,12.142062,13.696499,0.851288
AreaScaling,CoverageTest,Coverage,20,Fullscreen,1,1,1,2.632897,2.386562,4.013909,4.224381,6.413209,0.610240,6.366697,6.265375,7.756250,8.149393,8.360958,0.945744
AreaScaling,CoverageTest,Coverage,20,CPU,1,1,1,2.418128,2.164062,3.958148,4.147896,4.403291,0.612504,5.940698,5.481999,7.242382,7.448505,7.628749,0.955085
AreaScaling,CoverageTest,Coverage,20,GPU,1,1,1,2.390614,2.158229,3.805300,4.178584,4.514334,0.583458,5.782190,5.402625,7.106739,7.299501,7.613125,0.953243
AreaScaling,CoverageTest,Coverage,10,Fullscreen,1,1,1,2.323010,2.079187,3.795657,4.186174,4.952125,0.614633,5.458804,5.125499,7.008047,7.223650,7.368749,1.037675
AreaScaling,CoverageTest,Coverage,10,CPU,1,1,1,1.871191,1.684042,3.184402,3.931836,6.548833,0.576894,4.419452,4.080458,5.770483,6.101237,6.486500,0.852375
AreaScaling,CoverageTest,Coverage,10,GPU,1,1,1,1.869865,1.701979,3.210922,3.572782,4.642541,0.512996,4.393514,4.049749,5.831155,6.171039,6.607708,0.858973
AreaScaling,CoverageTest,Coverage,40,Fullscreen,1,1,1,3.471811,3.132458,4.844400,5.078044,6.769042,0.680964,8.718867,9.000854,10.018652,10.313797,10.631375,0.952678
AreaScaling,CoverageTest,Coverage,40,CPU,1,1,1,3.233223,2.930563,4.546652,4.798084,5.338791,0.623767,8.030868,8.356021,9.460523,9.723194,9.946541,0.961895
AreaScaling,CoverageTest,Coverage,40,GPU,1,1,1,3.328254,3.013084,4.695329,5.309990,6.567083,0.702231,8.299869,8.614062,9.558866,13.139035,14.608999,1.138837
AreaScaling,CoverageTest,Coverage,100,Fullscreen,1,1,1,6.704366,6.175313,7.990763,9.135686,13.190959,0.989793,16.810113,16.699938,18.604539,21.834220,27.208874,1.413397
AreaScaling,CoverageTest,Coverage,100,CPU,1,1,1,6.866699,6.306812,8.130783,12.749666,19.589875,1.301329,17.531514,17.741958,19.934256,20.546335,20.945125,1.710392
AreaScaling,CoverageTest,Coverage,100,GPU,1,1,1,6.659658,6.134396,7.817427,8.706759,12.941250,1.009258,17.664035,17.596062,19.494237,20.025116,25.911666,1.200442
AreaScaling,CoverageTest,Coverage,0,Fullscreen,1,1,1,1.880593,1.715021,3.234857,3.535296,5.165875,0.532626,3.958743,3.726187,5.628683,5.907374,6.052083,0.958712
AreaScaling,CoverageTest,Coverage,0,CPU,1,1,1,1.099587,1.014584,1.694910,1.878697,3.126000,0.251346,1.443760,1.342062,2.482529,2.801297,3.211749,0.507426
AreaScaling,CoverageTest,Coverage,0,GPU,1,1,1,1.446660,1.343854,2.750155,3.131424,3.366875,0.468265,3.012965,2.759563,4.498966,4.688785,4.789500,0.759997
AreaScaling,CoverageTest,Coverage,5,Fullscreen,1,1,1,2.060039,1.872563,3.393274,3.721837,4.414792,0.566652,4.368056,4.200500,5.902274,6.625266,7.298749,0.898654
AreaScaling,CoverageTest,Coverage,5,CPU,1,1,1,1.605475,1.403209,2.832118,3.500665,4.793708,0.575521,2.883840,2.783499,4.502080,4.843952,5.196499,0.807042
AreaScaling,CoverageTest,Coverage,5,GPU,1,1,1,1.592648,1.432063,2.736669,3.357627,4.021791,0.509660,2.872375,2.691792,4.558479,5.023563,5.748916,0.820662
AreaScaling,CoverageTest,Coverage,80,Fullscreen,1,1,1,5.911574,4.873042,7.234125,11.010193,167.875584,8.246306,13.659427,13.930687,15.197414,16.755044,20.652208,1.469554
CoverageScaling_Obj1,TestScene_Spawner,Coverage,80,Fullscreen,1,1,1,4.654150,4.285354,5.695169,5.726019,5.797000,0.623835,11.848163,11.943187,12.513112,12.774963,12.822375,0.624120
CoverageScaling_Obj1,TestScene_Spawner,Coverage,80,CPU,1,1,1,4.586716,4.221396,5.633273,5.892588,7.280542,0.637706,11.626121,11.734146,12.534555,12.998808,13.179750,0.685153
CoverageScaling_Obj1,TestScene_Spawner,Coverage,80,GPU,1,1,1,4.573443,4.212209,5.618023,5.681465,5.735042,0.618997,11.534387,11.768541,12.362214,12.444767,12.689249,0.652128
CoverageScaling_Obj1,TestScene_Spawner,Coverage,80,Tiling,1,1,1,10.833594,11.242625,11.493701,11.934407,14.207667,0.705834,11.386263,11.826104,12.040552,12.298487,12.401333,0.693351
CoverageScaling_Obj1,TestScene_Spawner,Coverage,40,Fullscreen,1,1,1,3.016050,2.775458,4.159152,4.218690,4.285458,0.524290,7.196226,7.414666,8.163883,8.268721,8.334833,0.762852
CoverageScaling_Obj1,TestScene_Spawner,Coverage,40,CPU,1,1,1,2.803336,2.574146,3.970565,4.107747,4.832291,0.543266,6.754442,6.878625,8.037204,8.343539,8.413000,0.858695
CoverageScaling_Obj1,TestScene_Spawner,Coverage,40,GPU,1,1,1,2.812735,2.582417,4.009739,4.154860,4.237375,0.534166,6.628727,6.742395,7.650719,7.745948,7.820499,0.776749
CoverageScaling_Obj1,TestScene_Spawner,Coverage,40,Tiling,1,1,1,9.016302,9.546500,9.790379,10.084512,12.367917,0.766145,9.396157,9.966833,10.186962,10.304630,10.456916,0.720681
CoverageScaling_Obj1,TestScene_Spawner,Coverage,20,Fullscreen,1,1,1,2.208759,2.027834,3.418365,3.582796,4.860125,0.497342,5.061999,4.674979,6.175292,6.574476,6.836083,0.767005
CoverageScaling_Obj1,TestScene_Spawner,Coverage,20,CPU,1,1,1,1.889851,1.744375,3.105783,3.193614,3.369750,0.435542,4.318359,3.993938,5.523746,5.707179,5.776874,0.710820
CoverageScaling_Obj1,TestScene_Spawner,Coverage,20,GPU,1,1,1,1.882744,1.764896,3.062008,3.146460,3.265209,0.416874,4.216090,3.878937,5.366094,5.575488,5.644749,0.700088
CoverageScaling_Obj1,TestScene_Spawner,Coverage,20,Tiling,1,1,1,8.074678,7.538417,8.864633,8.923428,9.148875,0.699908,8.353280,7.721333,9.128427,9.187905,9.397874,0.709026
CoverageScaling_Obj1,TestScene_Spawner,Coverage,60,Fullscreen,1,1,1,3.816790,3.507334,4.923671,5.017865,5.104834,0.589554,9.610679,9.802500,10.801948,11.056320,11.116166,0.808322
CoverageScaling_Obj1,TestScene_Spawner,Coverage,60,CPU,1,1,1,3.679649,3.379480,4.791727,5.036443,6.306541,0.611012,9.087871,9.391937,10.016876,10.322364,10.763500,0.767792
CoverageScaling_Obj1,TestScene_Spawner,Coverage,60,GPU,1,1,1,3.667038,3.367750,4.789760,4.881710,5.023000,0.582040,9.005611,9.361479,9.862864,9.936107,10.063000,0.724593
CoverageScaling_Obj1,TestScene_Spawner,Coverage,60,Tiling,1,1,1,9.887056,10.391021,10.534082,10.720223,11.409291,0.688757,10.347369,10.876937,10.997980,11.127433,11.212041,0.699778
CoverageScaling_Obj1,TestScene_Spawner,Coverage,100,Fullscreen,1,1,1,5.497069,5.049917,6.500979,6.546849,6.647209,0.674367,14.263814,14.220687,14.777251,15.111808,15.552708,0.406290
CoverageScaling_Obj1,TestScene_Spawner,Coverage,100,CPU,1,1,1,5.500744,5.053688,6.519491,6.614597,6.953292,0.683172,14.324427,14.376563,14.962612,15.219863,15.588791,0.427725
CoverageScaling_Obj1,TestScene_Spawner,Coverage,100,GPU,1,1,1,5.490834,5.041771,6.516450,6.637780,6.805166,0.682681,14.179791,14.312542,14.692658,14.907382,15.603499,0.458278
CoverageScaling_Obj1,TestScene_Spawner,Coverage,100,Tiling,1,1,1,11.717182,12.086355,12.209218,12.480071,15.722291,0.690487,12.351531,12.745062,12.838881,13.007247,13.231749,0.652946
CoverageScaling_Obj1,TestScene_Spawner,Coverage,0,Fullscreen,1,1,1,1.444707,1.332459,2.694871,2.993252,3.108584,0.423269,3.233396,3.005479,4.600737,4.794155,4.883749,0.716143
CoverageScaling_Obj1,TestScene_Spawner,Coverage,0,CPU,1,1,1,0.688406,0.588250,1.206042,1.710099,2.005999,0.261002,1.185487,1.091187,2.383198,2.618918,2.829291,0.437178
CoverageScaling_Obj1,TestScene_Spawner,Coverage,0,GPU,1,1,1,1.037234,0.977917,2.053444,2.369211,2.574459,0.376946,2.064346,1.907895,3.352052,3.489749,3.649791,0.579816
CoverageScaling_Obj1,TestScene_Spawner,Coverage,0,Tiling,1,1,1,7.213741,6.678230,8.102845,8.247028,15.151750,0.861763,7.385302,6.799458,8.264504,8.405538,8.490875,0.715346
OverlapScaling_SameStyle_CPU_NoMerge_Obj100,TestScene_Spawner,Overlap,0,CPU,1,1,1,5.695705,5.208375,6.777509,6.976933,8.354165,0.736762,14.512140,14.481104,15.092001,16.000549,16.560999,0.501069
OverlapScaling_SameStyle_CPU_NoMerge_Obj100,TestScene_Spawner,Overlap,20,CPU,1,1,1,4.312311,3.947708,5.488627,5.644685,7.335709,0.670874,10.435680,10.794229,11.143050,11.328535,11.404624,0.726798
OverlapScaling_SameStyle_CPU_NoMerge_Obj100,TestScene_Spawner,Overlap,40,CPU,1,1,1,3.240907,2.962563,4.435024,4.752998,5.629375,0.595054,7.351177,7.743813,8.241081,8.452400,8.610749,0.792016
OverlapScaling_SameStyle_CPU_NoMerge_Obj100,TestScene_Spawner,Overlap,60,CPU,1,1,1,2.629022,2.400709,3.911865,4.990566,5.988167,0.682219,4.191322,4.308917,6.042451,6.219202,6.285041,1.101875
OverlapScaling_SameStyle_CPU_NoMerge_Obj100,TestScene_Spawner,Overlap,80,CPU,1,1,1,2.001361,1.889500,2.796314,3.515992,4.650792,0.377969,2.236974,2.165937,3.294612,3.426651,3.793250,0.531553
OverlapScaling_SameStyle_CPU_NoMerge_Obj100,TestScene_Spawner,Overlap,100,CPU,1,1,1,1.742155,1.605313,2.495881,2.997290,3.591084,0.338536,2.291941,2.365917,3.277148,3.728474,4.003041,0.597202
OverlapScaling_SameStyle_CPU_Merge_Obj100,TestScene_Spawner,Overlap,0,CPU,1,1,1,5.648546,5.170230,6.671879,6.935018,8.324709,0.719427,14.265398,14.342396,14.733570,15.013514,16.168374,0.477331
OverlapScaling_SameStyle_CPU_Merge_Obj100,TestScene_Spawner,Overlap,20,CPU,1,1,1,4.242236,3.885021,5.430171,5.731615,6.403084,0.654388,10.220069,10.602979,10.927701,11.098683,11.456624,0.728513
OverlapScaling_SameStyle_CPU_Merge_Obj100,TestScene_Spawner,Overlap,40,CPU,1,1,1,3.034534,2.777188,4.237104,4.408965,5.043917,0.564144,6.766518,6.541562,7.768788,7.904005,7.984749,0.791298
OverlapScaling_SameStyle_CPU_Merge_Obj100,TestScene_Spawner,Overlap,60,CPU,1,1,1,2.118496,1.982813,3.098952,3.583489,4.289125,0.465538,3.559571,3.577937,5.082546,5.222295,5.439541,0.793764
OverlapScaling_SameStyle_CPU_Merge_Obj100,TestScene_Spawner,Overlap,80,CPU,1,1,1,1.879010,1.724750,2.618357,3.198378,3.921542,0.344581,1.588308,1.354813,2.681164,3.026012,3.272374,0.454715
OverlapScaling_SameStyle_CPU_Merge_Obj100,TestScene_Spawner,Overlap,100,CPU,1,1,1,1.685009,1.512083,2.410308,2.877458,3.980458,0.359973,1.261620,1.092479,2.306762,2.584858,2.761374,0.395329
OverlapScaling_SameStyle_GPU_NoMerge_Obj100,TestScene_Spawner,Overlap,0,GPU,1,1,1,5.647217,5.170813,6.656690,6.786440,6.974250,0.690728,14.206337,14.187917,15.049358,15.382803,15.851458,0.405012
OverlapScaling_SameStyle_GPU_NoMerge_Obj100,TestScene_Spawner,Overlap,20,GPU,1,1,1,4.276740,3.923833,5.369716,5.555240,5.657292,0.627433,10.584583,10.821687,11.353675,11.564262,11.753874,0.661497
OverlapScaling_SameStyle_GPU_NoMerge_Obj100,TestScene_Spawner,Overlap,40,GPU,1,1,1,3.198295,2.935459,4.336375,4.509963,4.961167,0.557440,7.525031,7.962604,8.289051,8.547097,8.846499,0.714463
OverlapScaling_SameStyle_GPU_NoMerge_Obj100,TestScene_Spawner,Overlap,60,GPU,1,1,1,2.410367,2.227125,3.602452,3.650780,4.203875,0.486248,5.383097,4.963958,6.398229,6.461163,6.607583,0.738710
OverlapScaling_SameStyle_GPU_NoMerge_Obj100,TestScene_Spawner,Overlap,80,GPU,1,1,1,1.871942,1.755354,3.120983,3.234321,3.801708,0.474422,3.886657,3.575666,5.054047,5.264175,5.462000,0.710882
OverlapScaling_SameStyle_GPU_NoMerge_Obj100,TestScene_Spawner,Overlap,100,GPU,1,1,1,1.640288,1.571062,2.736922,2.928234,3.390958,0.420170,3.416293,3.133896,4.593791,4.741022,4.842124,0.644095
OverlapScaling_SameStyle_GPU_Merge_Obj100,TestScene_Spawner,Overlap,0,GPU,1,1,1,5.745246,5.260396,6.770233,7.118935,7.653667,0.704869,14.636360,14.634166,15.471064,16.171449,17.019499,0.556675
OverlapScaling_SameStyle_GPU_Merge_Obj100,TestScene_Spawner,Overlap,20,GPU,1,1,1,4.215021,3.871667,5.323952,5.715362,6.517708,0.655038,10.413390,10.706729,11.217388,11.482471,11.666375,0.708887
