frame num, cpu frame (ms), gpu frame (ms)
279,4.836541,13.9715
280,4.69425,12.565166
281,4.713875,14.022874
282,6.115375,12.805624
283,4.765,12.185333
284,4.5835,13.736333
285,6.17075,13.97125
286,4.684417,14.098916
287,4.661708,13.129875
288,6.282875,13.86075
289,4.70925,14.152083
290,4.742209,14.390124
291,6.419375,12.415583
292,4.829958,13.992374
293,4.748042,14.429541
294,4.861791,14.603374
295,6.756709,13.392374
296,4.815541,14.6015
297,5.033042,14.757708
298,6.795125,13.519333
299,4.89675,14.523749
300,4.865708,14.542291
301,6.601,12.561624
302,4.717209,14.381166
303,4.726833,14.480833
304,6.416375,12.539791
305,4.574875,14.379958
306,4.822375,12.10975
307,6.097208,14.141375
308,4.656042,14.755625
309,4.792,13.330041
310,6.233333,13.945874
311,5.071042,14.803124
312,5.254542,14.821541
313,6.903041,14.511124
314,4.996834,14.938791
315,5.031166,14.661416
316,6.719875,14.5515
317,4.837084,14.594791
318,4.911541,12.59125
319,6.460167,14.169291
320,4.740375,14.406874
321,4.786333,12.645083
322,6.173292,13.0155
323,4.784583,13.416749
324,4.579042,14.698999
325,4.720875,14.077291
326,6.405333,11.898249
327,4.597792,14.469999
328,4.69125,14.492249
329,6.289833,13.26575
330,4.569667,15.195708
331,4.87,13.597999
332,6.541042,14.68175
333,4.786458,15.1635
334,5.034417,15.082416
335,6.758958,13.127166
336,4.863167,14.960375
337,5.005833,14.353125
338,6.759708,12.635249
339,4.597625,14.354666
340,4.685,14.615749
341,6.223584,12.552041
342,4.598875,14.490375
343,4.778416,12.055208
344,6.151709,12.756125
345,4.584416,14.3875
346,4.76375,12.238291
347,4.588709,14.407541
348,6.087125,13.168125
349,4.692583,14.854625
350,4.729375,14.784958
351,6.644833,12.999124
352,4.659167,14.381624
353,4.84775,14.231999
354,6.39975,12.603
355,4.595208,14.25325
356,4.78975,12.274374
357,5.991709,14.52175
358,4.837583,12.029
359,4.607292,12.164249
360,6.042583,12.734374
361,4.626583,14.231875
362,4.789292,12.739166
363,4.635583,12.660249
364,6.246792,14.130833
365,4.819417,12.032416
366,4.598708,14.403833
367,6.188917,14.074416
368,4.7495,12.794875
369,4.718041,12.728833
370,6.317417,13.81725
371,4.787208,12.854125
372,4.73925,12.944958
373,6.278917,12.352291
374,4.841458,14.225624
375,4.881917,13.204749
376,4.846125,14.618416
377,6.550417,14.409374
378,4.994166,12.934958
379,4.952334,14.0775
380,6.211125,14.197208
381,4.747875,13.403416
382,4.790291,14.36825
383,6.285834,13.041583
384,4.83575,14.232499
385,4.938458,14.47625
386,6.409958,12.916541
387,4.862042,14.492166
388,4.958042,14.419166
389,6.265958,14.536458
390,4.835917,15.303708
391,4.899625,13.845666
392,7.226833,14.495999
393,4.851875,14.450166
394,4.890667,12.929666
395,6.451916,14.659624
396,4.831042,13.26325
397,4.927458,15.247625
398,6.4935,15.756166
399,5.166709,14.064416
400,5.073125,16.410666
401,6.825916,14.173333
402,5.142,15.631624
403,5.847834,13.172833
404,6.365041,13.071249
405,4.675459,15.240749
406,4.935416,14.448249
407,7.027542,13.048166
408,4.548833,14.400208
409,4.864542,13.094124
410,6.33225,13.550791
411,4.78725,12.950208
412,5.010375,11.411124
413,4.978167,12.810166
414,4.684666,13.429416
415,4.739084,11.457749
416,4.712958,11.808249
417,5.053542,13.294375
418,230.238916,11.881708
419,5.860459,15.500375
420,2.00125,19.402499
421,10.275791,13.1065
422,5.3925,14.356375
423,4.816084,13.429
424,6.178375,12.704124
425,4.637708,14.492208
426,4.766458,12.573624
427,6.146459,13.282125
428,4.70925,15.154749
429,4.827458,13.365166
430,4.9535,14.301625
431,6.451042,14.608249
432,4.906916,14.418333
433,4.901917,14.321208
434,6.295792,12.421083
435,4.64875,14.383208
436,4.880333,12.235249
437,6.029333,14.156958
438,4.718917,14.29275
439,4.784917,12.234499
440,6.043958,13.126916
441,4.675292,13.850791
442,4.683916,13.644333
443,4.826209,15.151541
444,6.608625,13.105499
445,4.793708,14.6605
446,5.031833,14.57775
447,6.425584,15.120625
448,4.871625,13.151416
449,4.688,15.264833
450,6.95875,12.897499
451,4.634833,14.7655
452,5.064208,12.540625
453,6.352584,14.586041
454,4.773958,14.624583
455,4.956833,12.420124
456,6.210084,14.284875
457,4.790708,13.105249
458,4.563542,14.740124
459,6.271041,13.26075
460,4.63225,15.327458
461,5.002417,13.91325
462,6.637208,13.153833
463,4.93125,14.536666
464,4.912375,13.489375
465,6.367709,16.215625
466,4.77,16.634125
467,5.485458,14.240666
468,7.406208,14.655291
469,4.909084,13.854666
470,5.002291,15.427333
471,6.747167,13.868666
472,5.108333,15.840624
473,4.976834,16.145541
474,7.031541,14.2135
475,5.296959,15.047875
476,5.53675,12.374666
477,6.082625,15.613124
478,4.815041,14.432124
479,4.754042,15.22875
480,7.421667,12.354125
481,4.607583,14.0925
482,4.752417,14.522874
483,6.458458,12.688125
484,4.575875,13.046833
485,4.760292,14.645083
486,6.475458,12.348
487,4.750833,14.326125
488,4.868542,14.24675
489,6.188708,12.0115
490,4.640334,14.333083
491,4.727375,14.522916
492,6.253041,12.437333
493,4.6725,12.6795
494,4.636125,15.992708
495,6.291625,13.400124
496,4.96075,15.143625
497,5.833792,16.242999
498,5.736958,13.547249
499,6.727875,15.085166
