frame num, cpu frame (ms), gpu frame (ms)
105,6.684334,13.001749
106,4.862416,13.48925
107,4.710417,15.196791
108,7.357333,12.738624
109,4.442375,15.19175
110,4.939459,15.134499
111,6.692291,15.111
112,4.953459,15.238833
113,5.026,14.961249
114,6.738125,15.263583
115,4.911291,14.096916
116,4.903834,13.513124
117,7.126416,13.222083
118,4.732834,15.115916
119,4.992208,14.848083
120,6.692417,13.235624
121,4.88425,13.251374
122,4.858291,14.753208
123,6.61125,15.302916
124,4.910959,15.236375
125,5.058666,12.842416
126,6.720875,14.73575
127,4.976792,15.009624
128,5.00075,13.39675
129,6.620625,15.264999
130,4.845917,15.244666
131,5.04225,13.054041
132,6.754125,14.172458
133,4.883708,14.408874
134,4.936833,12.774999
135,6.122417,14.576291
136,4.76025,13.255249
137,4.648292,13.849583
138,6.5565,10.908
139,5.094541,14.45225
140,4.683042,14.394916
141,6.339333,14.388708
142,4.906875,14.3565
143,4.758,14.85675
144,6.108959,13.766458
145,4.88525,15.246416
146,4.899041,15.131708
147,5.194375,14.794958
148,6.542792,15.053333
149,4.984125,12.306749
150,5.016625,13.340083
151,6.5245,12.229374
152,4.713792,12.96525
153,6.12,13.032249
154,4.680416,14.963083
155,4.763,13.499041
156,4.757167,14.911333
157,6.678625,12.725499
158,4.773083,14.27725
159,4.923709,13.904458
160,6.159041,12.544708
161,4.645,14.316666
162,4.659167,14.577458
163,6.304,12.707374
164,4.614125,12.889583
165,4.710667,14.340749
166,6.171708,12.911083
167,4.730208,14.389291
168,4.656959,14.559416
169,4.670708,14.639416
170,6.12975,14.9225
171,4.725167,15.296041
172,4.846291,15.117916
173,7.045167,12.648541
174,4.393083,14.975708
175,4.932167,14.030541
176,6.51425,13.585999
177,4.914333,14.875374
178,4.989959,12.99625
179,6.5925,14.217958
180,4.620875,14.767124
181,4.853583,12.996875
182,6.097208,14.679749
183,4.742334,12.796791
184,4.752458,14.890124
185,6.567417,12.068958
186,4.545708,15.152041
187,4.936125,15.09275
188,6.76,12.843374
189,4.871708,14.436458
190,4.94125,14.633291
191,6.49125,13.128208
192,4.6085,14.949
193,4.99075,12.960374
194,6.394292,13.523541
195,4.784333,15.114375
196,5.1485,13.182875
197,4.742417,14.852624
198,6.673167,13.158208
199,4.810125,14.8925
200,4.865208,14.634624
201,6.538125,13.235833
202,4.703667,14.746958
203,5.006833,14.479166
204,6.535083,12.312375
205,4.571959,15.129791
206,4.828166,15.604499
207,6.853417,12.994374
208,4.889333,14.845375
209,4.96825,14.760499
210,6.821084,12.787499
211,4.573875,14.915916
212,4.948166,13.221
213,6.196417,14.410958
214,5.034042,14.405166
215,4.890833,14.286624
216,6.269,13.104333
217,4.792083,14.614125
218,4.647375,14.932499
219,6.742375,12.956374
220,4.3055,15.277416
221,4.802917,14.705083
222,6.4805,13.095583
223,5.025042,15.107
224,5.017041,13.923916
225,6.545459,13.157125
226,5.134666,12.884499
227,4.747375,14.499874
228,4.7315,14.781583
229,6.493334,13.629499
230,4.569791,15.170083
231,4.866167,13.659916
232,6.599875,15.005624
233,4.862417,14.758999
234,4.959166,12.604083
235,6.657584,14.344374
236,4.705041,14.783499
237,4.853084,12.285416
238,6.131833,14.920874
239,4.758458,13.45925
240,4.906917,14.475458
241,6.303917,13.346499
242,4.872541,14.405666
243,4.828875,14.403583
244,6.297,12.628541
245,4.647917,13.427124
246,4.712708,14.135208
247,6.281167,14.11925
248,5.111958,12.957999
249,4.805042,14.829916
250,6.616792,13.367375
251,4.953458,14.536499
252,4.788333,14.838708
253,6.359625,13.453874
254,4.951292,13.519
255,4.950208,14.829416
256,6.769084,12.445624
257,4.75175,14.540083
258,4.733416,14.894791
259,6.352417,11.508666
260,4.753708,15.005916
261,4.876542,12.572874
262,4.965458,14.823708
263,6.506834,14.689
264,4.972791,13.224374
265,4.760792,14.874
266,6.481125,13.093249
267,4.79975,15.188375
268,4.819958,15.252166
269,6.910709,13.21375
270,4.753708,14.803124
271,5.029042,14.347999
272,6.526666,12.481958
273,4.597375,14.869666
274,4.843375,15.109208
275,6.581,12.87075
276,4.747792,12.973458
277,4.921542,14.480208
278,6.51675,12.403166
279,4.615375,14.504916
280,4.724166,15.232541
281,6.430375,13.581291
282,4.9675,13.274291
283,4.854334,14.768499
284,6.587458,12.930833
285,4.726708,15.030083
286,4.937834,13.010916
287,6.221541,13.805458
288,5.125875,14.886583
289,4.978459,13.245499
290,4.974041,14.44075
291,6.599209,12.754666
292,4.615583,14.612333
293,4.748625,15.050999
294,6.498292,13.525374
295,4.558583,15.446875
296,5.122625,13.633583
297,6.776167,14.412375
298,4.7485,14.522416
299,5.048458,12.963249
300,6.147708,14.3765
301,4.642209,14.602666
302,4.842875,13.262791
303,6.260458,14.253208
304,4.822667,13.04175
305,4.577625,15.180249
306,6.641208,12.052375
307,5.061333,14.516583
308,4.939125,14.621333
309,6.357834,13.086874
310,4.909333,14.436375
311,4.883417,14.309249
312,4.712083,14.568874
313,6.419292,12.195749
314,4.664583,12.857749
315,4.85225,12.733249
316,6.205125,14.90175
317,4.907042,14.510416
318,5.043541,12.800625
319,6.34925,14.175249
320,4.795167,14.113375
321,4.93025,11.895
322,5.906833,13.756458
323,4.649584,13.740541
324,4.734083,12.332499
325,6.060375,12.69725
326,4.674958,12.463333
327,4.651459,14.331374
328,6.187583,12.623874
329,4.656458,12.54625
330,4.633792,14.662874
331,6.253167,11.796666
332,4.788833,14.340499
333,4.828042,12.894249
334,4.615583,14.312
335,6.204167,12.438916
336,4.616,14.117249
337,4.640708,14.223333
338,6.31175,13.02025
339,4.704,12.872708
340,4.668333,14.066208
341,6.246709,13.649875
342,4.650875,13.782541
343,4.803958,14.543625
344,6.688667,13.027749
345,4.895958,14.380708
346,4.822792,14.240958
347,6.511166,12.617874
348,4.614709,14.140375
349,4.669208,14.546999
350,6.206292,11.353833
351,4.643916,14.427249
352,4.749959,13.037124
353,4.655625,13.248791
354,6.111916,14.48825
355,4.714417,12.969083
356,4.789167,12.614624
357,6.050333,13.065749
358,4.724708,12.779499
359,4.706959,12.965999
360,4.665958,14.391041
361,6.175625,13.317375
362,4.661333,14.526041
363,4.635417,14.100833
364,6.359542,11.884458
365,4.913583,14.914583
366,4.857083,14.475458
367,6.551459,14.559999
368,4.833333,14.40425
369,4.82575,14.441625
370,6.347208,14.31125
371,4.645334,14.575833
372,4.845708,12.496874
373,6.187458,11.648041
374,4.587209,12.724291
375,4.772375,12.949374
376,6.164166,13.096791
377,4.651459,13.103249
378,4.785541,14.917124
379,6.586292,13.213541
380,4.865125,14.979666
381,4.905167,14.003083
382,6.612083,12.42675
383,4.966417,14.209541
384,4.640958,14.511166
385,6.115625,12.974333
386,4.737542,14.456374
387,4.69575,14.65475
388,4.663333,14.588916
389,6.291208,13.163791
390,4.742167,12.304
391,4.712167,13.221375
392,6.505708,14.411416
393,4.900125,12.795791
394,4.816292,14.266541
395,6.285958,13.18425
396,4.832625,13.296124
397,4.705333,15.127708
398,5.090709,14.721625
399,6.530125,13.337999
400,4.7325,14.540375
401,4.993208,13.281833
402,6.416542,15.061166
403,4.671166,15.305999
404,5.150917,13.542208
405,6.562083,14.63775
406,4.829959,13.512791
407,4.891041,14.437
408,6.511084,14.41
409,4.956625,13.402458
410,4.61675,14.885874
411,6.89425,12.333374
412,4.210125,15.017124
413,5.0245,14.520083
414,6.619208,13.320625
415,4.797333,14.973041
416,4.880167,14.796499
417,6.617208,12.611916
418,4.803084,14.484999
419,4.728041,15.111833
420,6.481042,10.95675
421,4.884875,14.459541
422,4.735792,14.399708
423,6.406291,14.178541
424,4.805125,14.24575
425,4.729459,14.499375
426,6.168458,12.868374
427,4.689708,14.442999
428,4.640459,14.750916
429,4.656125,14.800916
430,6.328625,14.368499
431,4.746333,12.734791
432,4.868667,11.50875
433,6.07725,12.321083
434,4.667666,12.677666
435,4.801667,12.353375
436,6.407167,12.550249
437,4.358833,14.443041
438,4.836375,12.291333
439,6.030667,12.931
440,4.599333,13.171625
441,4.67725,14.983416
442,4.698833,15.112291
443,6.614542,13.390166
444,4.904583,14.689
445,4.860584,14.624666
446,6.653333,13.010166
447,4.758458,14.679124
448,5.034167,12.495624
449,6.389458,14.217666
450,4.692167,14.715083
451,4.90075,12.2685
452,6.02025,15.566
453,4.732708,15.959333
454,5.063542,13.742125
455,7.007417,14.940291
456,4.991708,16.067499
457,5.360333,15.729916
458,8.430042,13.476416
459,3.821625,15.559625
460,5.258167,13.644666
461,7.008333,15.004583
462,4.773208,15.218833
463,5.106042,13.113166
464,6.578042,15.477499
465,4.857541,15.578249
466,5.168917,14.205749
467,6.963083,15.152124
468,5.284792,13.96175
469,4.928,14.974666
470,6.71325,12.3655
471,4.904375,14.410416
472,4.820625,14.968708
473,6.591083,12.806708
474,4.698167,14.6995
475,4.85375,14.668958
476,6.584875,13.022291
477,4.8565,14.497583
478,4.712958,14.773
479,8.911792,10.628624
480,2.544667,14.485
481,4.573208,14.617875
482,6.283542,13.005749
483,4.75125,14.577583
484,4.775916,12.792624
485,6.158584,14.908333
486,4.71575,15.180999
487,4.973541,13.201416
488,6.479625,14.521958
489,4.935125,12.596624
490,4.872625,14.408083
491,6.297417,13.107125
492,4.812167,13.179375
493,4.710416,14.951291
494,4.812084,13.795499
495,6.584916,13.091083
496,4.7165,14.430291
497,4.815042,13.35925
498,6.311083,15.373125
499,4.746917,15.702749
