frame num, cpu frame (ms), gpu frame (ms)
89,4.861042,14.501583
90,4.848958,12.761124
91,6.541667,14.208041
92,4.712333,14.452
93,4.819625,13.15725
94,6.116167,12.945916
95,4.758875,13.277958
96,4.630041,14.616
97,4.702959,14.486875
98,6.596541,12.985333
99,4.637084,14.591999
100,4.702,12.735416
101,6.424541,14.504291
102,4.658625,14.709
103,4.765375,12.88875
104,6.342542,12.600374
105,4.605833,14.545333
106,4.769334,12.951125
107,6.383333,12.666958
108,4.560333,14.457291
109,4.705875,12.763624
110,6.351709,12.8005
111,4.5485,14.592666
112,4.778375,13.136291
113,6.421791,12.795416
114,4.608292,14.88275
115,4.9815,12.363499
116,6.463833,12.635499
117,4.813042,14.542666
118,4.6825,13.140625
119,4.721125,14.601833
120,6.601,13.674083
121,4.714417,13.744249
122,4.828333,14.133041
123,7.00625,12.699749
124,4.639667,14.499833
125,4.7125,14.517749
126,6.466291,13.177916
127,4.618542,14.576625
128,4.829667,12.772791
129,6.556708,14.10475
130,4.587708,14.501249
131,4.832792,12.706999
132,6.360125,14.378416
133,4.765083,13.037749
134,4.677125,13.796999
135,6.484792,12.841999
136,4.893,13.163458
137,4.723042,14.956916
138,4.716125,14.123583
139,6.889375,13.254124
140,4.645416,14.345458
141,4.871625,12.869083
142,6.363875,14.369
143,4.672292,14.931041
144,4.837708,13.364624
145,6.535792,14.865875
146,4.724833,13.710625
147,4.848584,14.265125
148,7.121416,14.637416
149,4.72425,14.784875
150,4.927667,13.815249
151,6.740458,13.419291
152,4.655667,14.9715
153,4.985958,13.281958
154,6.48825,14.902374
155,4.811375,15.103583
156,5.003084,13.041291
157,6.6165,14.364416
158,4.84575,14.898708
159,4.925541,13.983124
160,6.637,14.872625
161,4.745584,14.936083
162,5.300541,12.308166
163,6.152084,14.886416
164,4.789458,15.174125
165,4.91225,14.180833
166,6.746958,14.733624
167,5.025667,12.408666
168,4.844042,13.762
169,6.681166,12.799208
170,4.505167,12.919291
171,4.699292,13.912666
172,6.495208,12.966291
173,4.667083,13.476708
174,4.674917,14.370999
175,6.838458,12.353375
176,4.96775,15.044625
177,4.754334,15.303416
178,5.0655,13.708541
179,6.719875,15.261958
180,4.92325,14.0465
181,5.05,14.4695
182,6.969291,15.364374
183,4.924792,13.688125
184,5.090375,14.340249
185,7.013417,15.104458
186,4.872416,15.092
187,5.026959,13.028791
188,6.870875,14.596083
189,4.719,14.892375
190,4.913458,14.863874
191,6.390583,15.011708
192,5.082584,13.196874
193,6.551416,13.202208
194,4.98175,14.1405
195,4.838959,15.103458
196,5.150208,13.569
197,6.817458,14.422333
198,4.639334,14.806749
199,4.714666,13.18275
200,6.401209,14.473791
201,4.610916,14.796375
202,4.794459,13.108333
203,6.321625,14.592374
204,4.688458,12.921
205,4.63175,14.193375
206,6.50375,13.905708
207,4.700083,14.038625
208,4.935834,13.131375
209,6.52275,14.65625
210,5.022875,13.363
211,4.763958,13.907916
212,6.86925,12.868124
213,4.592875,14.325249
214,4.684292,14.240999
215,6.481625,13.092624
216,4.660208,14.482291
217,4.64325,13.744958
218,6.496042,13.134374
219,4.735875,14.397499
220,4.787708,12.895833
221,6.266667,13.136124
222,4.774416,13.425874
223,4.70525,13.531333
224,4.712042,14.396875
225,6.794875,13.858624
226,4.882667,15.150374
227,4.973458,14.161208
228,7.127417,12.983374
229,4.626416,13.1775
230,4.797125,14.175083
231,6.802292,15.043624
232,4.828625,14.954625
233,5.16375,12.392583
234,6.607542,14.133499
235,4.615791,14.668833
236,4.839959,12.526583
237,6.205708,14.383291
238,4.805583,12.867041
239,4.720084,12.463291
240,6.305916,14.777125
241,4.860584,12.319083
242,4.627166,14.351499
243,6.612917,14.984
244,4.773292,13.228875
245,4.845041,14.284208
246,6.859042,13.583
247,4.932208,13.835541
248,4.94,13.988541
249,7.008875,12.823249
250,4.722584,14.812458
251,4.724333,14.762166
252,6.614417,13.356249
253,4.686458,14.761
254,4.914792,13.031125
255,6.419291,13.0835
256,4.8275,15.075125
257,4.766625,14.237291
258,4.777875,14.958125
259,7.181834,14.11725
260,4.828666,15.192708
261,5.111042,14.265666
262,7.045583,14.906249
263,4.956875,14.603375
264,4.863875,14.452499
265,6.958709,12.980958
266,4.463125,14.375375
267,4.811916,12.968541
268,6.290125,15.226124
269,4.720375,15.514416
270,4.983084,13.781624
271,6.825625,15.248874
272,4.892916,13.626625
273,5.057334,14.314
274,6.705333,13.874458
275,4.791,15.479833
276,5.095458,14.213416
277,6.986084,13.4275
278,4.691291,14.993749
279,4.94175,14.218124
280,7.134417,13.373833
281,4.524458,15.168791
282,4.866875,13.956
283,7.332209,13.143375
284,4.288166,15.187124
285,4.780459,13.824083
286,6.523375,15.810999
287,5.028916,15.340791
288,5.194625,12.642333
289,6.765834,14.766749
290,4.8655,13.427124
291,4.958208,13.019791
292,6.726375,14.850625
293,4.698542,15.43875
294,4.986125,13.760625
295,6.685833,15.016499
296,4.776417,13.616
297,4.804541,14.292333
298,6.970917,13.448624
299,4.710583,15.340499
300,4.8475,14.440875
301,6.918584,13.825374
302,4.78425,15.34
303,4.995666,13.855249
304,6.788042,15.388833
305,5.000958,14.163749
306,4.866125,14.630791
307,7.181375,14.8515
308,4.799167,13.422958
309,4.708,14.922791
310,6.994375,14.439166
311,4.812792,15.660874
312,4.918875,14.652208
313,7.157208,13.6765
314,4.8895,15.1535
315,5.00175,13.809625
316,6.761792,14.502291
317,4.909791,13.219083
318,4.728375,14.055291
319,6.504542,14.617
320,4.763667,13.233833
321,4.613041,14.405374
322,6.5175,13.652124
323,4.586625,15.154374
324,4.794167,13.371708
325,6.6745,14.514583
326,4.881875,14.924583
327,4.996875,13.078249
328,6.516958,14.600624
329,4.941042,12.594749
330,4.689792,13.627125
331,6.402541,12.986999
332,4.695417,14.583541
333,4.626208,15.050708
334,4.798417,13.189
335,6.46975,14.769875
336,4.851125,12.504416
337,4.757417,13.844708
338,6.557208,15.050208
339,4.721375,13.168291
340,4.64275,14.861374
341,6.882417,15.416958
342,4.931375,13.792583
343,4.892375,14.550749
344,7.320333,13.545124
345,4.643417,15.30075
346,5.024458,14.030375
347,6.897625,14.837208
348,4.72375,15.484624
349,5.130167,12.152916
350,6.523041,15.192416
351,4.832334,15.141875
352,4.941416,14.385333
353,7.040792,13.320041
354,4.794542,14.936874
355,4.937541,13.948875
356,7.195167,12.669624
357,4.485375,14.998374
358,4.697583,14.983374
359,6.704209,13.916875
360,4.765333,15.176291
361,4.940458,13.584333
362,6.642709,15.196749
363,4.87525,13.791083
364,5.015875,14.630999
365,6.8595,15.106874
366,4.985625,12.737958
367,5.048708,13.709416
368,6.67325,14.640791
369,4.634917,14.638749
370,4.821958,12.140958
371,6.302583,15.132791
372,4.700375,15.136666
373,4.900959,12.696874
374,6.61475,14.882791
375,4.902875,13.471958
376,4.83475,12.999708
377,6.725375,14.512958
378,4.905208,15.031749
379,4.746542,15.342625
380,6.711666,12.621624
381,4.97525,15.234749
382,4.865167,14.496916
383,6.911833,13.72225
384,4.882417,14.873958
385,5.125125,12.966791
386,6.707292,12.956124
387,4.631375,13.866749
388,4.755916,13.632666
389,4.817625,14.080916
390,6.509584,13.155374
391,4.814791,14.725999
392,4.706,13.501416
393,6.432375,15.233958
394,4.720792,15.442083
395,5.270333,12.892124
396,6.401709,14.996666
397,4.855208,13.476583
398,4.540542,15.327583
399,6.966791,14.341749
400,4.860334,13.988624
401,4.973875,14.35
402,7.0875,13.650208
403,4.719958,14.966499
404,4.973875,13.8235
405,6.653125,14.424749
406,4.697292,14.535249
407,4.865666,12.38125
408,6.264542,12.72475
409,4.657792,14.290874
410,4.756541,12.608458
411,6.342917,13.008875
412,4.634417,13.231375
413,4.758,12.872499
414,6.430583,12.802125
415,4.952042,14.618124
416,4.749916,14.607958
417,6.704625,12.855625
418,4.605292,14.8615
419,4.768625,13.448
420,6.351375,13.162624
421,4.947958,13.141166
422,4.911209,14.996499
423,4.876458,14.268083
424,6.996375,13.512625
425,4.777583,15.65
426,5.020167,14.5415
427,6.910542,13.776458
428,5.067666,13.680999
429,5.351584,13.992249
430,6.63175,14.013625
431,4.900416,15.378708
432,4.997959,14.022125
433,7.010625,14.384333
434,4.805333,14.219875
435,4.788125,12.151333
436,6.222417,15.379416
437,4.710041,14.236583
438,4.760292,14.746666
439,7.127458,15.316375
440,4.889709,13.522583
441,5.013833,14.090083
442,6.926667,14.415291
443,4.877125,14.407749
444,4.830541,12.577208
445,6.256209,14.390999
446,4.58725,14.656708
447,4.816791,12.570624
448,6.464167,14.355166
449,4.352708,13.214208
450,4.676542,14.4185
451,6.468125,14.839708
452,4.639417,13.877166
453,4.781208,14.984999
454,6.663833,13.099541
455,4.900834,15.0105
456,4.990125,13.185749
457,6.580666,14.816499
458,4.915792,14.646875
459,4.919208,13.298166
460,6.457125,13.183958
461,4.92125,13.517
462,4.611542,15.550374
463,5.082,14.539541
464,6.755917,13.519625
465,4.856208,13.383083
466,4.90725,14.207958
467,7.021083,12.933624
468,4.743875,15.009624
469,4.754292,15.031125
470,7.068792,13.248
471,4.486166,15.021958
472,4.879042,13.232249
473,6.751208,14.556916
474,4.711417,14.098083
475,4.843458,13.79675
476,6.43475,15.704708
477,4.990834,14.075499
478,4.797708,14.202374
479,7.200625,15.100416
480,4.900708,13.370583
481,4.877125,14.039375
482,6.792667,14.675999
483,4.78425,14.615499
484,4.833292,14.548375
485,6.730666,12.688541
486,4.490792,15.265666
487,4.875667,12.866875
488,7.119125,14.31025
489,4.425541,15.138749
490,5.142459,13.11225
491,6.630041,14.858625
492,4.72525,14.431541
493,5.161209,13.245499
494,6.561916,14.727125
495,4.736459,13.288833
496,4.682416,14.76325
497,6.65675,13.380374
498,4.609875,15.4345
499,4.805709,14.675041
